번호,k-아파트코드,k-아파트명,"k-단지분류(아파트,주상복합등등)",주소(시군구),k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-연면적,k-주거전용면적,주차대수
174,A12182101,망원1차대림,아파트,마포구,혼합식,개별난방,4,181,27269,15046,227
182,A12180401,공덕현대,아파트,마포구,혼합식,개별난방,2,183,18353,14233,130
206,A12125001,성산2차e-편한세상,아파트,마포구,계단식,지역난방,3,189,26727,15099,209
219,A12185602,신수세양청마루,아파트,마포구,혼합식,개별난방,4,192,26304,14797,216
223,A12102002,공덕한화꿈에그린,아파트,마포구,계단식,개별난방,4,192,31838,17055,239
234,A12104001,도화현대,아파트,마포구,혼합식,개별난방,2,196,24729,15449,172
303,A12187902,건영월드컵,아파트,마포구,혼합식,개별난방,2,206,31108,16960,250
310,A12101001,서서울삼성아파트,아파트,마포구,혼합식,개별난방,2,208,23813,14636,175
322,A12185603,신수현대,아파트,마포구,계단식,개별난방,2,210,23814,17750,189
324,A12123001,망원휴먼빌,아파트,마포구,계단식,개별난방,2,210,23720,14090,190
372,A12112001,밤섬현대,아파트,마포구,복도식,개별난방,2,219,29368,16668,230
400,A12180404,공덕삼성임대,아파트,마포구,복도식,개별난방,1,226,13392,7406,77
442,A12188201,신촌금호,아파트,마포구,계단식,개별난방,3,239,24120,18335,245
446,A12182401,망원2차대림,아파트,마포구,계단식,개별난방,3,240,34633,19736,273
461,A12188202,창전현대홈타운,아파트,마포구,계단식,개별난방,5,243,31535,18725,246
516,A12182901,상수두산위브,아파트,마포구,계단식,개별난방,4,258,40367,24315,348
522,A12185504,신수성원,아파트,마포구,혼합식,개별난방,2,260,32111,20781,262
588,A12185605,대원칸타빌,아파트,마포구,계단식,개별난방,3,279,36186,29345,431
594,A12187703,성산2차현대,아파트,마포구,혼합식,개별난방,3,282,43117,24789,0
733,A12105001,마포쌍용황금,아파트,마포구,혼합식,개별난방,6,339,49578,27316,337
794,A12103002,신공덕3차삼성래미안,아파트,마포구,계단식,개별난방,6,366,47646,29007,411
795,A12184201,서교동대우미래사랑,주상복합,마포구,복도식,개별난방,1,366,43753,16780,502
821,A12185303,신공덕삼성1차,아파트,마포구,복도식,중앙난방,11,834,94417,71997,1069
858,A12185606,마포신촌삼익아파트,아파트,마포구,계단식,개별난방,4,391,47625,30027,360
924,A12187904,DMC마포청구아파트,아파트,마포구,계단식,지역난방,4,420,48524,35638,1
942,A12187602,래미안용강아파트,아파트,마포구,계단식,개별난방,9,430,64232,34723,512
955,A12127001,상암월드컵파크5단지,아파트,마포구,계단식,지역난방,8,436,68193,39070,546
980,A12119004,서강해모로,아파트,마포구,계단식,개별난방,8,447,59052,35002,475
1002,A12106001,토정한강삼성,아파트,마포구,계단식,지역난방,3,456,52327,32767,407
1007,A12185304,신공덕2차삼성래미안,아파트,마포구,혼합식,개별난방,7,458,68267,37385,526
1019,A12186901,코오롱하늘채,아파트,마포구,계단식,개별난방,6,466,71856,41207,545
1036,A12187905,마포중동현대,아파트,마포구,혼합식,개별난방,6,477,62203,38917,548
1047,A12102005,마포현대아파트,아파트,마포구,혼합식,개별난방,5,480,45084,35009,380
1052,A12127002,상암월드컵파크6단지,아파트,마포구,계단식,지역난방,14,484,87962,47364,739
1094,A12187906,월드컵참누리,아파트,마포구,계단식,개별난방,9,499,73565,41342,0
1100,A12112002,마포강변힐스테이트,아파트,마포구,혼합식,개별난방,10,510,76409,41151,588
1127,A12109001,마포자이,아파트,마포구,계단식,지역난방,10,534,105206,58250,892
1136,A12114001,서강GS,아파트,마포구,혼합식,개별난방,6,538,70173,44020,533
1139,A12127003,상암월드컵파크3단지,아파트,마포구,계단식,지역난방,9,540,74717,45841,653
1151,A12188205,신촌태영데시앙,아파트,마포구,계단식,개별난방,10,553,78095,46988,628
1176,A12181102,마포태영제2,아파트,마포구,복도식,지역난방,2,566,34580,18338,198
1184,A12109002,염리삼성래미안,아파트,마포구,혼합식,개별난방,9,574,82438,46238,683
1230,A12180506,공덕삼성래미안3차,아파트,마포구,계단식,개별난방,10,616,91330,48680,677
1248,A12119006,서강쌍용예가,아파트,마포구,계단식,개별난방,15,635,96890,52559,753
1255,A12119007,창전삼성,아파트,마포구,계단식,개별난방,9,640,91069,55576,645
1267,A12103006,대우메트로디오빌,주상복합,마포구,복도식,개별난방,1,242,18207,8697,370
1268,A12180407,공덕삼성,아파트,마포구,혼합식,개별난방,5,651,89512,53512,658
1276,A12127004,상암월드컵파크2단지,아파트,마포구,계단식,지역난방,7,657,71714,38607,544
1291,A12187403,염리상록,아파트,마포구,복도식,개별난방,6,678,49875,33260,233
1297,A12102008,삼성래미안공덕2차,아파트,마포구,계단식,개별난방,9,683,106788,58538,856
1338,A12127005,상암월드컵파크7단지,아파트,마포구,계단식,지역난방,17,733,114990,65367,918
1361,A12127006,상암월드컵파크4단지,아파트,마포구,계단식,지역난방,12,761,123555,67620,965
1389,A12181403,도화현대2차아파트(임대),아파트,마포구,복도식,개별난방,2,793,36593,21982,0
1392,A12125202,성산월드타운대림,아파트,마포구,혼합식,지역난방,10,795,96162,70692,982
1407,A12127007,상암월드컵1단지,아파트,마포구,복도식,지역난방,6,820,70519,37268,618
1424,A12127008,상암월드컵8단지,아파트,마포구,복도식,지역난방,13,840,86161,39635,839
1461,A12181404,도화현대홈타운,아파트,마포구,계단식,중앙난방,10,914,106363,84638,1155
1490,A12104005,마포삼성,아파트,마포구,계단식,중앙난방,14,982,134787,94118,1080
1511,A12181406,도화현대1차아파트,아파트,마포구,혼합식,중앙난방,11,1021,133780,98909,738
1561,A12104007,마포도화우성아파트,아파트,마포구,혼합식,중앙난방,15,1222,168743,121933,0
1611,A12181103,마포태영아파트,아파트,마포구,혼합식,지역난방,14,1424,211233,120221,1724
1661,A12185003,SH성산아파트,아파트,마포구,복도식,지역난방,7,1807,84189,59075,370
1744,A12185004,성산시영아파트,아파트,마포구,복도식,중앙난방,33,3710,280399,198027,1217
1756,A12170603,공덕래미안5차,아파트,마포구,혼합식,개별난방,9,794,115939,55281,0
1809,A12177801,서강한화오벨리스크스위트,주상복합,마포구,계단식,개별난방,3,192,32610,16861,287
1814,A12170401,마포동원베네스트,아파트,마포구,계단식,개별난방,3,167,18939,10379,167
1853,A12171101,월드컵아이파크1단지,아파트,마포구,계단식,개별난방,5,320,32355,24839,360
1871,A12170601,삼성래미안공덕4차,아파트,마포구,계단식,개별난방,12,597,85212,45556,635
1899,A12179501,상암휴먼시아2단지아파트,아파트,마포구,혼합식,지역난방,3,184,18957,9472,169
1916,A12179001,브라운스톤공덕,아파트,마포구,계단식,개별난방,3,290,40490,22410,319
1974,A12171201,밤섬경남아너스빌,아파트,마포구,계단식,개별난방,5,313,43991,26558,359
2010,A12115001,한강밤섬자이아파트,아파트,마포구,계단식,지역난방,7,488,120366,64926,994
2018,A12179502,상암휴먼시아1단지,아파트,마포구,계단식,지역난방,5,213,30321,18666,256
2022,A12179002,신공덕삼성임대,아파트,마포구,복도식,개별난방,2,376,27228,12322,264
2023,A12170602,공덕2삼성임대,아파트,마포구,복도식,개별난방,1,199,14246,6712,157
2034,A12179503,상암월드컵파크11단지,아파트,마포구,혼합식,지역난방,9,588,77248,40524,658
2055,A12179504,상암월드컵파크9단지,아파트,마포구,혼합식,지역난방,16,1036,143811,72422,1175
2056,A12179505,상암월드컵파크12단지,아파트,마포구,혼합식,지역난방,9,380,53911,27728,434
2097,A12170402,마포한화오벨리스크,주상복합,마포구,복도식,중앙난방,1,662,69005,37933,0
2100,A12179508,상암월드컵파크10단지,아파트,마포구,혼합식,지역난방,16,861,115173,59606,987
2120,A12179003,신공덕2삼성래미안제2,아파트,마포구,복도식,개별난방,1,103,9302,3419,0
2142,A12179004,마포펜트라우스,아파트,마포구,계단식,개별난방,4,476,117848,53130,942
2202,A12174601,메세나폴리스,아파트,마포구,계단식,개별난방,3,617,161664,79353,1247
3142,A12179005,공덕아이파크,아파트,마포구,계단식,개별난방,4,195,37640,16073,0
4821,A12175203,마포래미안푸르지오,아파트,마포구,혼합식,개별난방,51,3885,588070,286156,4580
5023,A12172401,마포자이2차,아파트,마포구,계단식,개별난방,6,558,85747,46061,758
5041,A10028177,래미안밤섬리베뉴 Ⅰ,아파트,마포구,계단식,지역난방,6,429,76201,34444,641
5042,A12170702,래미안밤섬리베뉴 2,아파트,마포구,혼합식,지역난방,8,530,83261,43367,680
5061,A12172402,서희스타힐스,도시형 생활주택(주상복합),마포구,복도식,개별난방,1,203,8353,2965,38
5121,A12187501,래미안마포리버웰,아파트,마포구,계단식,지역난방,9,563,90429,44906,699
6360,A10027951,공덕자이(임대),아파트,마포구,복도식,개별난방,2,201,19769,7316,141
6481,A10028006,e편한세상마포리버파크,아파트,마포구,혼합식,지역난방,9,547,80034,39755,634
6521,A10027906,공덕자이 아파트,아파트,마포구,계단식,중앙난방,16,963,167622,80750,1164
6781,A10027748,공덕파크자이 아파트,주상복합,마포구,계단식,개별난방,4,288,58168,25694,485
6961,A10027714,래미안 웰스트림,아파트,마포구,계단식,지역난방,8,773,125430,59293,947
7221,A10027902,마포한강푸르지오,주상복합,마포구,계단식,개별난방,2,198,49099,22550,575
9135,A12172201,신촌포스빌,주상복합,마포구,복도식,개별난방,1,350,20589,11180,200
15298,A10027301,마포한강2차푸르지오,주상복합,마포구,계단식,개별난방,2,198,97577,18333,301
17881,A10027090,아현아이파크,아파트,마포구,계단식,개별난방,6,497,78227,38231,580
17882,A12179006,신공덕e-편한세상,아파트,마포구,혼합식,개별난방,3,128,17043,10193,144
20341,A10026053,마포한강 아이파크,아파트,마포구,계단식,개별난방,6,385,64222,31845,462
20421,A10026036,마포자이3차아파트,아파트,마포구,혼합식,개별난방,12,927,148606,64521,1173
21001,A10025672,마포 보성 아파트,아파트,마포구,혼합식,개별난방,2,133,30549,9671,112
21161,A10025633,마포 웨스트리버 태영데시앙아파트,아파트,마포구,타워형,개별난방,4,276,43400,22307,331
40031,A10025003,신촌그랑자이아파트,아파트,마포구,혼합식,개별난방,18,1248,177073,87305,1437
40034,A10024974,신촌숲 아이파크 아파트,아파트,마포구,혼합식,지역난방,7,1015,167122,79271,1338
40047,A10024891,서교동 효성해링턴타워 ,아파트,마포구,복도식,개별난방,1,913,60483,27202,580
40120,A10024626,공덕SK리더스뷰 2단지,아파트,마포구,복도식,개별난방,2,166,34710,8731,158
40166,A10024408,공덕SK리더스뷰 1단지,아파트,마포구,계단식,개별난방,3,306,53469,27455,445
40177,A10024347,마포프레스티지자이아파트,아파트,마포구,계단식,개별난방,18,,256341,156603,2022
173,A12010101,홍은풍림1차,아파트,서대문구,복도식,개별난방,1,181,16198,10817,150
222,A12009101,홍제남양,아파트,서대문구,혼합식,개별난방,3,192,28849,15761,238
244,A12013001,DMC휴먼빌,아파트,서대문구,계단식,개별난방,4,197,30955,18164,257
342,A12086001,홍제태영으뜸,아파트,서대문구,복도식,개별난방,1,214,26525,12651,186
429,A12013201,DMC두산위브,아파트,서대문구,계단식,개별난방,4,235,34379,19968,0
433,A12009302,인왕산벽산아파트,아파트,서대문구,계단식,개별난방,2,236,30535,19275,264
437,A12005001,냉천동부센트레빌,아파트,서대문구,혼합식,개별난방,3,237,34456,19416,284
445,A12009303,홍제현대그린,아파트,서대문구,계단식,개별난방,2,240,28707,20390,152
454,A12009201,홍제성원아파트,아파트,서대문구,혼합식,개별난방,3,242,32437,16636,246
497,A12013101,디엠씨현대,아파트,서대문구,혼합식,개별난방,3,213,24672,16130,168
498,A12081602,월드컵현대,아파트,서대문구,혼합식,개별난방,2,254,38157,20574,300
627,A12008001,독립문파크빌,아파트,서대문구,복도식,개별난방,4,290,30146,17226,203
655,A12084302,홍은유원,아파트,서대문구,혼합식,개별난방,4,299,27283,19916,305
717,A12010202,홍은풍림아이원,아파트,서대문구,계단식,개별난방,7,333,56668,33620,496
776,A12012201,DMC래미안클라시스,아파트,서대문구,계단식,개별난방,2,358,22913,10940,171
788,A12013002,DMC아이파크,아파트,서대문구,계단식,지역난방,5,362,57803,26667,414
851,A12010103,홍은풍림2차,아파트,서대문구,혼합식,기타,3,390,39447,27167,169
1029,A12009202,홍제삼성래미안,아파트,서대문구,혼합식,개별난방,6,474,56189,32649,519
1058,A12010203,홍은극동,아파트,서대문구,계단식,개별난방,6,488,60125,42399,323
1095,A12012101,래미안남가좌2차,아파트,서대문구,혼합식,개별난방,10,503,80850,39733,574
1153,A12009304,홍제유원하나,아파트,서대문구,혼합식,개별난방,5,554,61031,45055,444
1168,A12011002,연희대우,아파트,서대문구,혼합식,개별난방,7,562,81340,45033,637
1226,A12084504,홍은현대,아파트,서대문구,계단식,개별난방,6,610,57861,45784,2
1229,A12013202,북가좌삼호,아파트,서대문구,계단식,지역난방,4,616,81997,56970,668
1281,A12081703,디엠씨한양,아파트,서대문구,혼합식,지역난방,6,660,79165,58509,326
1316,A12009102,홍제현대아파트,아파트,서대문구,계단식,개별난방,8,704,86368,63142,507
1367,A12009305,문화촌현대,아파트,서대문구,혼합식,개별난방,4,768,90620,57472,775
1431,A12017001,대현럭키,아파트,서대문구,혼합식,개별난방,10,855,97521,66697,586
1436,A12009203,홍제무악청구1차,아파트,서대문구,계단식,개별난방,14,862,104807,73080,760
1450,A12007001,독립문삼호,아파트,서대문구,계단식,개별난방,8,895,117343,80064,943
1500,A12085303,홍제한양,아파트,서대문구,혼합식,개별난방,10,998,100004,76612,835
1507,A12004001,서대문천연뜨란채아파트,아파트,서대문구,혼합식,개별난방,15,1008,100205,58487,789
1534,A12012202,DMC래미안클라시스,아파트,서대문구,혼합식,개별난방,14,1114,158327,91868,1323
1546,A12012203,남가좌현대아파트,아파트,서대문구,혼합식,개별난방,10,1155,122577,92778,1320
1579,A12008003,독립문극동,아파트,서대문구,계단식,개별난방,12,1300,172036,110170,1351
1619,A12010104,홍은벽산,아파트,서대문구,혼합식,개별난방,17,1509,165653,137696,1260
1769,A12078704,홍제원 현대,아파트,서대문구,혼합식,개별난방,15,939,128750,80719,1130
1786,A12070201,충정리시온,주상복합,서대문구,복도식,개별난방,1,258,20416,10871,253
1787,A12078705,홍제인왕산현대,아파트,서대문구,혼합식,개별난방,10,700,96723,58699,797
1823,A12071001,홍은두산,아파트,서대문구,계단식,개별난방,3,294,33404,22683,21
1828,A12071101,연희성원,아파트,서대문구,혼합식,개별난방,8,581,89550,50980,732
1836,A12072801,DMC센트레빌,아파트,서대문구,계단식,지역난방,7,473,76631,35125,550
1851,A12003001,충정로 skview 아파트,아파트,서대문구,계단식,개별난방,3,180,29092,14639,201
1852,A12079501,북아현두산,아파트,서대문구,복도식,개별난방,6,956,85372,57322,0
1869,A12071102,연희임광아파트,아파트,서대문구,혼합식,개별난방,2,212,30573,15581,224
1924,A12071103,연희대림아파트,아파트,서대문구,계단식,개별난방,3,220,27331,21423,202
1936,A12071002,홍은동부센트레빌,아파트,서대문구,계단식,개별난방,4,201,37008,17179,251
1961,A12070101,돈의문센트레빌,아파트,서대문구,계단식,개별난방,14,561,94117,47566,683
1963,A12078706,홍제청구3차,아파트,서대문구,혼합식,개별난방,2,228,31033,15946,0
1976,A12071003,홍은미성아파트,아파트,서대문구,혼합식,개별난방,4,300,36311,28424,251
2025,A12076601,북가좌삼호제2,아파트,서대문구,복도식,개별난방,1,267,14253,8411,0
2030,A12072802,남가좌현대제2,아파트,서대문구,복도식,개별난방,1,330,22115,10811,115
2046,A12079601,독립문극동임대,아파트,서대문구,복도식,개별난방,2,600,30819,16200,220
2057,A12078707,홍제원현대임대,아파트,서대문구,복도식,개별난방,2,482,24740,15747,159
2058,A12078201,인왕산현대,아파트,서대문구,복도식,개별난방,1,246,13530,8037,
2059,A12009001,홍제유원하나제2,아파트,서대문구,복도식,개별난방,1,150,5849,4307,0
2192,A12010001,홍은동원베네스트,아파트,서대문구,타워형,개별난방,5,195,30347,16236,233
2901,A12013003,DMC래미안e편한세상,아파트,서대문구,혼합식,지역난방,51,3293,575494,271662,4890
3721,A12071104,연희자이엘라,도시형 생활주택(주상복합),서대문구,복도식,기타,1,186,5817,2566,50
6561,A10027851,신촌푸르지오 아파트,아파트,서대문구,혼합식,개별난방,16,940,148182,68589,1263
6901,A10027817,DMC파크뷰자이아파트,아파트,서대문구,혼합식,지역난방,61,4300,712875,344843,5823
7241,A10027681,홍제금호어울림아파트,아파트,서대문구,계단식,개별난방,10,296,46678,23111,334
17942,A10027019,상암DMC엘가,도시형 생활주택(주상복합),서대문구,복도식,개별난방,1,288,13543,5862,100
18541,A10026604,북한산 더샵,아파트,서대문구,혼합식,개별난방,8,552,94686,42118,834
19961,A10026370,e편한세상신촌아파트,아파트,서대문구,혼합식,개별난방,22,1910,306274,136385,2286
20541,A10025976,DMC센트럴아이파크 ,아파트,서대문구,혼합식,개별난방,13,1061,111934,87034,1585
20781,A10025822,연희파크푸르지오 아파트 ,아파트,서대문구,계단식,개별난방,5,396,64034,31136,483
20823,A10025767,홍제센트럴아이파크,아파트,서대문구,혼합식,개별난방,14,906,135060,68260,1051
40006,A10025166,북한산 두산 위브,아파트,서대문구,혼합식,개별난방,11,497,72972,35465,586
40012,A10025130,DMC에코자이,아파트,서대문구,혼합식,지역난방,11,1047,163483,70342,1353
40039,A10024938,래미안루센티아 아파트,아파트,서대문구,혼합식,지역난방,11,997,158126,72643,1276
40101,A10024719,힐스테이트신촌,아파트,서대문구,계단식,개별난방,15,1226,184229,84234,1387
40122,A10024620,인왕산어울림 아파트,,서대문구,계단식,개별난방,2,123,26171,15679,243
40136,A10024532,북한산두산위브2차,아파트,서대문구,복도식,개별난방,4,296,36988,17548,267
40158,A10024428,북가좌 신일해피트리아파트,,서대문구,기타,개별난방,,111,0,9047,120
7,A13789201,양재우성KBS(113동),아파트,서초구,계단식,개별난방,1,150,16533,12704,137
13,A13790701,잠원한신그린,아파트,서초구,계단식,지역난방,1,150,17968,12734,136
28,A13780201,엠브이아파트,아파트,서초구,복도식,개별난방,1,154,21910,13431,146
35,A13786901,서초1차e편한세상,아파트,서초구,계단식,개별난방,2,154,37212,20102,0
59,A13787102,서초2차e편한세상,아파트,서초구,계단식,개별난방,3,159,30500,16997,255
68,A13788201,서초현대4차,아파트,서초구,혼합식,지역난방,3,160,31326,16081,1
71,A13790902,잠원킴스빌리지,아파트,서초구,복도식,개별난방,1,160,12614,4851,138
75,A13784401,방배브라운가,아파트,서초구,계단식,개별난방,2,161,19876,15462,218
77,A13786803,서초3차e편한세상,아파트,서초구,계단식,개별난방,2,77,21246,11722,182
95,A13707002,아남,아파트,서초구,혼합식,지역난방,2,166,17317,13209,0
98,A13790703,잠원신화,아파트,서초구,혼합식,개별난방,1,166,19938,11703,167
109,A13704101,반포삼호가든맨션5차,아파트,서초구,혼합식,지역난방,3,168,27653,23009,252
112,A13790604,잠원동대우아이빌,아파트,서초구,복도식,개별난방,3,168,13769,5793,168
149,A13789002,양재신영체르니,아파트,서초구,복도식,개별난방,1,175,12027,6506,175
155,A13790905,신반포한신14차,아파트,서초구,복도식,지역난방,1,178,20673,18697,172
167,A13780001,신반포15차아파트,아파트,서초구,계단식,중앙난방,8,180,37995,28662,31
189,A13786601,서초자이,아파트,서초구,계단식,지역난방,4,184,49153,24307,386
224,A13783001,방배3차e편한세상,아파트,서초구,계단식,개별난방,5,192,68971,40628,626
229,A13786704,서초한신플러스타운,아파트,서초구,혼합식,개별난방,2,194,34040,19224,285
255,A13784102,방배1차이편한세상,아파트,서초구,계단식,개별난방,3,199,59423,33770,540
258,A13780002,신반포한신23차,아파트,서초구,복도식,지역난방,1,200,13005,11398,126
304,A13782902,현대멤피스아파트,아파트,서초구,계단식,개별난방,5,206,55980,31907,459
309,A13790706,잠원한신로얄,아파트,서초구,계단식,지역난방,2,208,23733,16918,134
352,A13707003,서초대우아이빌,주상복합,서초구,복도식,개별난방,1,215,17900,8544,165
382,A13706001,방배아크로리버,주상복합,서초구,계단식,개별난방,4,222,59601,30198,503
384,A13780402,반포현대동궁,아파트,서초구,혼합식,지역난방,1,224,22638,17404,138
439,A13790707,잠원현대,아파트,서초구,계단식,지역난방,2,238,28092,20199,250
443,A13790708,잠원녹원한신,아파트,서초구,계단식,지역난방,2,240,28716,20347,246
453,A13790709,신반포한신19차,아파트,서초구,복도식,지역난방,2,242,26752,23975,116
480,A13790910,반포한신타워,아파트,서초구,혼합식,지역난방,2,250,34164,20424,250
508,A13703011,잠원롯데캐슬갤럭시1차,아파트,서초구,계단식,지역난방,5,256,53085,30275,470
541,A13787105,서초한빛삼성,아파트,서초구,혼합식,개별난방,2,264,38077,23640,356
614,A13790612,잠원훼미리 아파트,아파트,서초구,계단식,지역난방,3,288,33445,24428,229
634,A13707006,대림서초리시온,아파트,서초구,복도식,개별난방,1,293,29483,13589,237
654,A13788002,서초현대12차,아파트,서초구,혼합식,지역난방,5,413,43405,33458,188
661,A13788003,서초삼성래미안,아파트,서초구,계단식,지역난방,3,299,57726,32190,476
665,A13790002,우면코오롱,아파트,서초구,복도식,개별난방,6,300,29750,15741,311
672,A13785301,방배래미안,아파트,서초구,계단식,개별난방,9,303,47659,26244,384
690,A13785001,방배임광3차,아파트,서초구,타워형,중앙난방,4,316,32700,22876,142
706,A13790003,우면동동고,아파트,서초구,계단식,개별난방,5,330,37798,26488,281
725,A13782803,롯데캐슬헤론,주상복합,서초구,계단식,개별난방,5,337,96868,47040,779
746,A13706302,방배래미안타워,아파트,서초구,혼합식,개별난방,4,344,67267,40903,631
750,A13790713,신반포청구,아파트,서초구,계단식,개별난방,2,347,40630,26047,349
778,A13790714,강변아파트,아파트,서초구,혼합식,지역난방,4,360,35239,27695,280
791,A13706303,방배대우효령,아파트,서초구,계단식,개별난방,6,364,38506,30908,274
800,A13707203,풍림아이원플러스,주상복합,서초구,복도식,개별난방,1,200,14610,6910,194
835,A13785201,방배2차현대홈타운,아파트,서초구,계단식,개별난방,6,384,62786,40474,597
857,A13790716,신반포 한신 252627차 아파트,아파트,서초구,혼합식,지역난방,4,391,41412,34724,0
864,A13707009,래미안 서초스위트 아파트,아파트,서초구,계단식,지역난방,3,392,57710,32816,505
867,A13790717,신반포한신16차,아파트,서초구,복도식,지역난방,2,396,26306,23454,280
889,A13785705,서초우성5차아파트,아파트,서초구,복도식,지역난방,2,408,51887,32302,410
891,A13785004,방배삼익,아파트,서초구,혼합식,중앙난방,4,408,57441,45313,344
903,A13790004,우면대림,아파트,서초구,계단식,중앙난방,6,412,75028,53927,653
904,A13783802,방배디오빌,주상복합,서초구,복도식,개별난방,1,412,26513,12463,451
906,A13780403,반포한신서래,아파트,서초구,혼합식,지역난방,4,414,50600,39184,297
919,A13785005,방배임광12차,아파트,서초구,혼합식,중앙난방,6,418,64805,50196,277
938,A13703019,롯데캐슬갤럭시2차,아파트,서초구,계단식,지역난방,8,428,92724,55107,853
967,A13707010,래미안서초유니빌,주상복합,서초구,복도식,개별난방,1,440,36407,20329,0
990,A13790620,한강,아파트,서초구,계단식,지역난방,5,450,48239,37803,530
993,A13790721,신반포7차,아파트,서초구,혼합식,지역난방,3,320,43597,39725,380
1021,A13785302,방배우성,아파트,서초구,혼합식,개별난방,9,468,59735,44492,330
1070,A13784907,방배신동아,아파트,서초구,혼합식,중앙난방,6,493,78249,64618,604
1141,A13790722,잠원한신,아파트,서초구,계단식,지역난방,7,540,58034,45641,502
1201,A13785008,래미안방배아트힐,아파트,서초구,계단식,개별난방,10,588,129125,78696,1245
1203,A13786606,서초더샵,주상복합,서초구,계단식,지역난방,3,329,58681,36102,567
1204,A13788203,서초유원,아파트,서초구,계단식,지역난방,4,590,73068,50051,0
1228,A13785604,서초진흥,아파트,서초구,혼합식,지역난방,7,615,84451,74761,480
1262,A13785203,방배1차현대,아파트,서초구,혼합식,개별난방,8,644,96043,53760,798
1333,A13792306,서초트라팰리스1차,주상복합,서초구,계단식,개별난방,3,257,54029,29623,527
1358,A13788206,서초아크로비스타,주상복합,서초구,계단식,지역난방,3,757,258428,124600,0
1390,A13789203,양재우성,아파트,서초구,계단식,중앙난방,11,848,92578,68539,1100
1472,A13790726,신반포한신5지구(121318차),아파트,서초구,혼합식,지역난방,4,686,165554,55197,801
1482,A13782804,삼호,아파트,서초구,혼합식,지역난방,12,899,122976,111760,1376
1495,A13785607,롯데캐슬클래식,아파트,서초구,계단식,지역난방,15,990,175496,98785,1422
1496,A13703027,잠원동아,아파트,서초구,혼합식,개별난방,8,991,121293,76610,1025
1517,A13780006,반포경남,아파트,서초구,혼합식,지역난방,10,1056,115111,105707,0
1538,A13788208,서초래미안,아파트,서초구,계단식,지역난방,13,1129,218689,119018,1796
1557,A13790828,신반포4차,아파트,서초구,혼합식,지역난방,12,1212,147847,135990,1500
1571,A13704404,반포미도아파트,아파트,서초구,복도식,지역난방,8,1260,148621,107050,1106
1628,A13790929,신반포한신2차,아파트,서초구,혼합식,지역난방,13,1572,163131,151684,1430
1720,A13790730,잠원한신4지구(8차~11차17차),아파트,서초구,혼합식,지역난방,23,2640,227373,210495,200
1739,A13704104,반포자이,아파트,서초구,계단식,지역난방,44,3410,814368,405926,6075
1747,A13704901,반포본동아파트,아파트,서초구,계단식,지역난방,100,3610,427856,364011,4026
1758,A13770105,반포미도2차,아파트,서초구,복도식,지역난방,3,435,41174,30353,320
1762,A13779431,신반포22,아파트,서초구,혼합식,지역난방,1,132,16840,15168,185
1779,A13776508,반포푸르지오,아파트,서초구,계단식,개별난방,3,237,32930,18354,250
1782,A13770801,방배한신트리플,주상복합,서초구,혼합식,개별난방,1,163,21498,7272,163
1806,A13782601,쌍용예가클래식,아파트,서초구,계단식,지역난방,3,216,38311,25998,207
1845,A13770607,서초5차e편한세상,아파트,서초구,계단식,개별난방,2,161,46330,25477,397
1867,A13775101,신동아아파트,아파트,서초구,혼합식,지역난방,7,997,113858,101866,1200
1875,A13772801,서초현대아파트,아파트,서초구,혼합식,지역난방,2,299,44202,23751,345
1886,A13770608,서초현대ESA2차,주상복합,서초구,계단식,중앙난방,2,174,43252,23708,357
1887,A13770609,현대슈퍼빌,아파트,서초구,계단식,지역난방,4,645,226180,118181,179
1888,A13775102,서초삼성쉐르빌2,주상복합,서초구,복도식,개별난방,1,365,32854,15257,285
1900,A13782602,방배신삼호,아파트,서초구,혼합식,지역난방,6,481,85111,76743,800
1920,A13770610,서초아트자이,아파트,서초구,계단식,개별난방,4,164,68993,26370,406
1938,A13776509,래미안퍼스티지,아파트,서초구,계단식,지역난방,28,2444,540103,279426,4368
1981,A13792001,서초삼풍,아파트,서초구,혼합식,지역난방,24,2390,368535,279604,4780
1985,A13770611,서초이오빌,주상복합,서초구,혼합식,기타,1,462,40044,19387,334
2016,A13707016,서초교대e편한세상,아파트,서초구,계단식,지역난방,6,435,85723,41190,763
2032,A13771601,방배서리풀e편한세상,아파트,서초구,혼합식,개별난방,9,496,99415,48432,937
2110,A13706002,방배SH-VILLE,아파트,서초구,복도식,개별난방,1,81,6293,2688,0
2147,A13776301,반포리체,아파트,서초구,계단식,지역난방,9,1119,180700,92870,1684
2155,A13776510,반포힐스테이트,아파트,서초구,계단식,지역난방,5,397,77917,42873,699
2172,A13778201,서초네이처힐4단지,아파트,서초구,혼합식,개별난방,7,409,37610,27233,465
2173,A13778202,서초네이처힐5단지,아파트,서초구,계단식,개별난방,8,509,75858,40964,598
2174,A13778203,서초네이처힐7단지,아파트,서초구,혼합식,개별난방,5,275,33127,15383,8
2210,A13778205,서초네이처힐3단지,아파트,서초구,혼합식,개별난방,17,1251,176525,90866,1416
2893,A13778204,서초힐스,아파트,서초구,계단식,개별난방,12,1082,148779,81338,1274
3022,A13713001,양재리본타워1단지,아파트,서초구,복도식,개별난방,2,231,33845,16385,292
3281,A13778210,LH서초5단지,아파트,서초구,계단식,개별난방,3,358,53557,27716,419
