번호,k-아파트코드,k-아파트명,"k-단지분류(아파트,주상복합등등)",주소(시군구),k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-연면적,k-주거전용면적,주차대수
3521,A13716002,서초포레스타5단지,아파트,서초구,계단식,개별난방,11,547,88338,43252,696
3722,A13778211,서초호반써밋,아파트,서초구,계단식,개별난방,6,550,117486,60505,1102
3741,A13713002,양재리본타워2단지,아파트,서초구,복도식,개별난방,3,390,55504,28843,0
3781,A13771001,방배롯데캐슬아르떼,아파트,서초구,계단식,개별난방,11,744,143730,74228,0
4801,A13716003,서초포레스타3단지,아파트,서초구,계단식,개별난방,8,482,76114,37219,0
6040,A13718001,서초더샵포레,아파트,서초구,계단식,개별난방,26,1264,232130,113849,1264
6220,A10028105,서초포레스타6단지,아파트,서초구,혼합식,개별난방,11,585,70339,30995,615
6280,A10028021,서초포레스타2단지아파트,아파트,서초구,복도식,개별난방,13,1077,134431,59281,1185
6601,A10028046,힐스테이트서초젠트리스,아파트,서초구,계단식,개별난방,9,256,48527,24754,387
7121,A10027439,래미안 신반포팰리스,아파트,서초구,계단식,지역난방,7,843,153551,78859,1308
7244,A10028146,서초롯데캐슬프레지던트,아파트,서초구,계단식,지역난방,3,280,55021,29179,429
7281,A13716001,서초포레스타7단지,아파트,서초구,혼합식,개별난방,10,310,41431,17836,330
7301,A10027221,래미안 서초에스티지,아파트,서초구,혼합식,지역난방,4,421,75766,37482,621
8626,A13778207,서초네이처힐6단지,아파트,서초구,혼합식,기타,7,382,50309,24387,426
10617,A13778209,LH서초4단지,아파트,서초구,계단식,개별난방,4,424,68375,29708,470
15392,A10027205,아크로리버파크,아파트,서초구,혼합식,지역난방,15,1612,346883,155509,2973
17943,A10027016,방배자이아파트,아파트,서초구,계단식,개별난방,3,136,39125,24382,378
18063,A10026941,서초푸르지오써밋,아파트,서초구,계단식,지역난방,7,907,162715,78715,1284
19964,A10026411,래미안서초에스티지에스아파트,아파트,서초구,혼합식,지역난방,5,593,108546,53299,854
20081,A10026227,아크로리버뷰 신반포 ,아파트,서초구,계단식,지역난방,5,595,109026,48091,890
20361,A10026051,반포래미안아이파크,아파트,서초구,계단식,지역난방,11,829,159761,80426,0
20501,A10026004,신반포자이아파트,아파트,서초구,계단식,지역난방,7,607,111291,51475,981
20502,A10026015,반포써밋,아파트,서초구,계단식,지역난방,8,764,132136,61344,1192
20601,A10025927,방배아트자이,아파트,서초구,계단식,지역난방,5,353,68443,28413,566
21621,A10025418,래미안 신반포 리오센트,아파트,서초구,계단식,지역난방,6,475,106931,48943,860
40044,A10024913,반포센트럴자이아파트,아파트,서초구,계단식,지역난방,7,757,142558,67193,1202
40135,A10024552,래미안리더스원,아파트,서초구,계단식,지역난방,12,1317,267016,117457,2523
48,A13312101,성수두산위브,아파트,성동구,계단식,개별난방,3,157,27671,16949,247
55,A13311101,성수금호3차,아파트,성동구,계단식,개별난방,3,159,23433,12710,170
110,A13384301,한양현대아파트,아파트,성동구,혼합식,개별난방,1,168,21986,12404,168
118,A13309101,신금호두산위브,아파트,성동구,계단식,개별난방,5,169,27320,14385,200
125,A13381601,마장중앙하이츠,아파트,성동구,혼합식,개별난방,2,170,22238,12407,186
275,A13382802,성수한강한신,아파트,성동구,복도식,개별난방,2,202,29037,15262,220
313,A13307201,행당브라운스톤,아파트,성동구,계단식,개별난방,3,208,30055,15995,224
363,A13382502,성수현대,아파트,성동구,혼합식,개별난방,3,217,21431,16138,150
366,A13380901,브라운스톤금호아파트,아파트,성동구,계단식,개별난방,5,217,32531,18410,248
370,A13381902,성수현대그린,아파트,성동구,혼합식,개별난방,1,219,26446,16594,241
378,A13383301,성수우방2차,아파트,성동구,혼합식,개별난방,1,221,27354,16098,221
452,A13316001,서울숲아이파크,아파트,성동구,계단식,개별난방,6,241,41384,20757,286
468,A13383003,성수청구강변 ,아파트,성동구,혼합식,개별난방,1,246,29906,19982,212
475,A13305002,마장동 대성유니드 아파트,아파트,성동구,계단식,개별난방,4,248,31541,19819,280
479,A13309402,금호동롯데아파트,아파트,성동구,계단식,개별난방,3,249,36397,21160,284
484,A13307001,행당두산,아파트,성동구,계단식,개별난방,2,251,28224,18311,211
506,A13384303,뚝섬중앙하이츠빌,아파트,성동구,계단식,개별난방,3,256,33907,21741,290
549,A13381701,사근중앙하이츠,아파트,성동구,복도식,개별난방,2,270,25046,19400,137
576,A13385802,무학현대,아파트,성동구,계단식,개별난방,3,277,30399,23428,187
611,A13305003,마장신성미소지움,아파트,성동구,계단식,개별난방,4,286,36288,22453,305
701,A13309301,금호한신휴플러스,아파트,성동구,계단식,개별난방,3,323,48999,25806,386
714,A13384304,성수동아그린,아파트,성동구,혼합식,개별난방,2,331,44333,25793,331
722,A13380602,금호1차푸르지오,아파트,성동구,계단식,개별난방,8,336,40050,26693,353
797,A13381604,마장동금호어울림,아파트,성동구,계단식,개별난방,6,367,57538,32512,456
811,A13382104,서울숲대림아파트,아파트,성동구,혼합식,개별난방,6,372,45558,26907,380
819,A13385301,서울숲리버그린동아,아파트,성동구,계단식,개별난방,5,375,52279,29909,418
823,A13376405,성수한진타운,아파트,성동구,혼합식,개별난방,5,378,42564,27117,286
850,A13382106,성수동아,아파트,성동구,복도식,개별난방,3,390,34021,29315,320
876,A13305005,마장SH-vill임대,아파트,성동구,복도식,개별난방,4,400,36999,17417,324
896,A13385202,응봉대림2차,아파트,성동구,복도식,개별난방,3,410,42692,30817,293
909,A13302203,하왕극동미라주,아파트,성동구,혼합식,개별난방,3,414,59337,34387,457
943,A13305006,마장삼성,아파트,성동구,혼합식,중앙난방,5,430,53754,35039,454
948,A13385303,응봉신동아,아파트,성동구,혼합식,개별난방,4,434,43949,32040,253
979,A13383702,송정건영,아파트,성동구,혼합식,개별난방,3,447,53703,33701,453
1006,A13302204,하왕금호베스트빌,아파트,성동구,혼합식,개별난방,6,458,70296,39538,523
1044,A13385705,한신무학,아파트,성동구,계단식,개별난방,5,480,58198,41769,374
1088,A13307101,서울숲삼부아파트,아파트,성동구,계단식,개별난방,7,498,76080,46915,0
1129,A13383801,옥수중앙하이츠,아파트,성동구,계단식,개별난방,9,536,94934,54100,600
1172,A13376702,옥수현대,아파트,성동구,혼합식,중앙난방,8,566,64675,50322,412
1192,A13392307,강변건영,아파트,성동구,계단식,개별난방,6,580,79253,48784,660
1194,A13309102,금호삼성래미안,아파트,성동구,계단식,개별난방,11,582,87175,46922,691
1198,A13384403,옥수극동그린아파트,아파트,성동구,혼합식,중앙난방,5,583,69364,43289,468
1221,A13312302,성수롯데캐슬,아파트,성동구,계단식,개별난방,7,604,105875,57821,884
1249,A13307202,신동아,아파트,성동구,혼합식,개별난방,8,636,67930,47803,488
1260,A13308004,응봉금호현대,아파트,성동구,혼합식,개별난방,9,644,70582,53197,0
1274,A13312303,성수아이파크,아파트,성동구,계단식,개별난방,11,656,80824,65859,1000
1360,A13302206,왕십리풍림아이원,아파트,성동구,계단식,개별난방,15,758,107387,59930,859
1403,A13305007,마장세림,아파트,성동구,혼합식,중앙난방,9,811,69492,55227,740
1408,A13302001,청계벽산,아파트,성동구,계단식,개별난방,7,822,106826,80286,825
1430,A13308005,응봉대림1차,아파트,성동구,혼합식,중앙난방,10,855,109365,81623,523
1446,A13380803,서울숲푸르지오,아파트,성동구,혼합식,개별난방,19,888,129858,71398,1016
1455,A13310004,옥수극동,아파트,성동구,혼합식,중앙난방,8,900,118102,90610,882
1510,A13381608,마장현대,아파트,성동구,혼합식,개별난방,11,1017,110637,86258,1042
1544,A13376906,응봉대림강변,아파트,성동구,혼합식,개별난방,14,1150,161258,92222,1337
1555,A13309404,금호대우,아파트,성동구,혼합식,개별난방,14,1181,129558,99488,0
1558,A13309103,금호벽산(임대501동),아파트,성동구,복도식,개별난방,4,1214,68248,36262,406
1573,A13380703,금호두산,아파트,성동구,혼합식,개별난방,16,1267,144394,111338,712
1609,A13386702,서울숲한신더휴아파트,아파트,성동구,계단식,개별난방,19,1410,198941,117323,1518
1652,A13380104,금호벽산,아파트,성동구,혼합식,개별난방,20,1707,267105,146969,2381
1691,A13377703,행당한진타운,아파트,성동구,혼합식,개별난방,21,2123,322555,178375,2615
1705,A13307204,행당대림,아파트,성동구,혼합식,개별난방,31,2399,348652,205888,2903
1801,A13375901,한남하이츠,아파트,성동구,혼합식,중앙난방,8,535,75886,69937,750
1803,A13375902,옥수삼성,아파트,성동구,혼합식,중앙난방,10,1114,156220,92289,1401
1805,A13378001,서울숲힐스테이트,아파트,성동구,계단식,개별난방,5,445,96114,47464,800
1840,A13372101,성수2차대우,아파트,성동구,혼합식,개별난방,5,283,37148,21633,292
1878,A13375903,옥수강변풍림아이원,아파트,성동구,계단식,개별난방,5,269,37631,22802,306
1895,A13377301,하왕십리극동미라주2,아파트,성동구,복도식,개별난방,1,191,12678,6257,63
1908,A13372102,성수쌍용,아파트,성동구,계단식,개별난방,9,777,72407,54565,796
1966,A13370801,성동삼성쉐르빌,주상복합,성동구,복도식,개별난방,3,342,51975,28489,445
2014,A13377901,행당두산위브아파트,아파트,성동구,계단식,개별난방,6,351,50182,26006,388
2038,A13388001,청계벽산아파트제2관리사무소,아파트,성동구,복도식,개별난방,2,510,20599,13719,132
2041,A13377302,금호베스트빌아파트 제2관리사무소,아파트,성동구,복도식,개별난방,1,274,17358,8976,0
2042,A13377902,행당대림제2,아파트,성동구,복도식,개별난방,4,1005,56552,32924,0
2087,A13377903,행당한진타운제2,아파트,성동구,복도식,개별난방,4,728,41009,23995,204
2089,A13378101,금호대우임대,아파트,성동구,복도식,개별난방,3,508,30127,16744,145
2092,A13375904,옥수하이츠제2,아파트,성동구,복도식,개별난방,1,237,12493,7210,65
2096,A13375905,옥수삼성임대,아파트,성동구,복도식,개별난방,1,330,21813,10811,175
2137,A13307002,서울숲행당푸르지오,아파트,성동구,계단식,개별난방,9,457,46620,35459,539
2170,A13379401,성수갤러리아포레,주상복합,성동구,계단식,개별난방,2,230,170841,46636,719
2190,A13380301,금호자이1차,아파트,성동구,계단식,개별난방,4,401,71038,31543,444
2194,A13375906,어울림더리버아파트,아파트,성동구,계단식,개별난방,6,297,59495,26725,0
2198,A13380302,래미안하이리버,아파트,성동구,계단식,개별난방,10,847,138528,66318,1001
2200,A13380303,래미안하이리버제2임대,아파트,성동구,복도식,개별난방,2,306,29659,11610,306
2902,A13379001,금호자이2차,아파트,성동구,혼합식,개별난방,6,403,59586,28535,446
2903,A13378102,서울숲2차푸르지오,아파트,성동구,계단식,개별난방,11,586,57699,44687,672
2904,A13375907,래미안옥수리버젠,아파트,성동구,계단식,개별난방,15,1511,234749,117872,1799
3069,B13385401,왕십리주상복합,,성동구,계단식,개별난방,2,69,14006,,120
3071,B13307001,행당두산위브임대,,성동구,,개별난방,1,114,8696,,81
3073,B13307002,행당푸르지오임대,,성동구,,개별난방,1,94,10764,,99
3077,A13375908,래미안옥수리버젠제2임대,아파트,성동구,복도식,개별난방,3,310,29619,12394,239
3701,A13373302,왕십리텐즈힐2구역214동,아파트,성동구,복도식,개별난방,1,211,18668,7678,164
6000,A13307003,서울숲더샵,주상복합,성동구,타워형,개별난방,3,495,99374,47508,735
6401,A10027920,텐즈힐1단지,아파트,성동구,계단식,개별난방,18,1369,252495,129090,2055
6641,A13373301,텐즈힐2구역,아파트,성동구,계단식,개별난방,13,937,195448,86644,1401
6762,A10027969,왕십리텐즈힐1단지(임대),아파트,성동구,계단식,개별난방,3,333,29366,12141,294
6882,A10027602,신금호파크자이아파트,아파트,성동구,혼합식,개별난방,10,1156,153669,73699,1289
7002,A10027432,서울 왕십리 KCC스위첸아파트,아파트,성동구,계단식,개별난방,3,272,38151,19597,276
9125,A13378103,서울숲2차푸르지오임대,아파트,성동구,복도식,개별난방,1,121,9911,3694,0
15297,A10027289,센트라스,아파트,성동구,계단식,개별난방,30,2529,459952,177398,3716
17982,A10026988,트리마제,아파트,성동구,계단식,개별난방,4,688,132364,61742,1106
18141,A10026900,왕십리 자이 아파트,아파트,성동구,혼합식,개별난방,6,713,99726,43699,933
18401,A10026748,옥수파크힐스아파트,아파트,성동구,계단식,개별난방,25,1976,287808,135264,2473
18861,A10026470,힐스테이트 서울숲 리버,아파트,성동구,혼합식,개별난방,15,606,107557,47242,757
19140,A10026418,e편한세상금호파크힐스,아파트,성동구,계단식,개별난방,17,1330,195524,95462,1547
20101,A10026207,서울숲리버뷰자이아파트,아파트,성동구,혼합식,개별난방,7,1034,165016,80377,1336
40141,A10024503,아크로 서울포레스트,아파트,성동구,계단식,중앙난방,2,280,97841,46378,720
78,A13609001,종암우림카이저팰리스,주상복합,성북구,계단식,개별난방,2,161,24558,13656,218
117,A13610201,정릉2차대주피오레,아파트,성북구,계단식,개별난방,4,169,20963,13437,180
227,A13676501,정릉쌍용,아파트,성북구,혼합식,개별난방,2,193,26102,14654,211
237,A13610001,정릉우방아파트,아파트,성북구,혼합식,개별난방,1,196,27327,15041,182
249,A13613001,하월곡아남,아파트,성북구,계단식,개별난방,1,198,22466,15308,156
284,A13607301,안암삼익,아파트,성북구,계단식,개별난방,3,204,29564,28160,230
319,A13613002,월곡2SHville임대,아파트,성북구,복도식,개별난방,1,209,15496,6937,148
334,A13677807,정릉우정에쉐르,아파트,성북구,계단식,개별난방,3,212,32731,17703,260
367,A13608601,보문아남,아파트,성북구,계단식,개별난방,3,218,25716,18303,163
